Subject Code,Subject Name,Course Code,Course Name,Course Description,Course Units,Prerequisites
ECI,Civil & Environmental Engineering (ECI),ECI 175,Geotechnical Earthquake Engineering,"Tectonics, faults, site response, and probabilistic ground motion prediction equations. Cyclic loading and liquefaction of soil elements and layers. Empirical procedures and field tests for evaluation of triggering and consequences, of liquefaction.",4 units,ECI 171
ECI,Civil & Environmental Engineering (ECI),ECI 178,Pavement Engineering & Design,"Pavement types (rigid, flexible, unsurfaced, rail), their applications (roads, airfields, ports, rail) and distress mechanisms. Materials, traffic and environment characterization. Empirical and mechanistic-empirical design procedures. Construction quality; asphalt concrete mix design.",4 units,"ENG 104, ECI 171"
ECI,Civil & Environmental Engineering (ECI),ECI 179,Pavement Engineering,"This version has ended; see updated course, below.Course Description: Pavement types (rigid, flexible, unsurfaced, rail), their applications (roads, airfields, ports, rail) and distress mechanisms. Materials, traffic and environment characterization. Empirical and mechanistic-empirical design procedures. Maintenance, rehabilitation and reconstruction; construction quality; asphalt concrete mix design.",4 units,ENG 104
ECI,Civil & Environmental Engineering (ECI),ECI 181,Construction Cost Estimation,"This version has ended; see updated course, below.Course Description: Fundamentals of cost estimation within the construction industry. Methodologies and use of estimating processes through each stage of project acquisition and delivery. Case-study based projects involve current technologies and estimating practices.",4 units,ECI 137
ECI,Civil & Environmental Engineering (ECI),ECI 182,Buildings: Assemblage & Construction Quality Management,"This version has ended; see updated course, below.Course Description: Materials and methods used in building construction. Assemblage of construction materials in building systems and related effects on productivity, equipment selection and job site layout.",4 units,ECI 137
ECI,Civil & Environmental Engineering (ECI),ECI 189A,Selected Topics in Civil Engineering: Environmental Engineering,Directed group study in Environmental Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189B,Selected Topics in Civil Engineering: Hydraulics & Hydrologic Engineering,Directed group study in Hydraulics & Hydrologic Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189C,Selected Topics in Civil Engineering: Engineering Planning,Directed group study in Engineering Planning.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189D,Selected Topics in Civil Engineering: Geotechnical Engineering,Directed group study in Geotechnical Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189E,Selected Topics in Civil Engineering: Structural Engineering,Directed group study in Structural Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189F,Selected Topics in Civil Engineering: Structural Mechanics,Directed group study in Structural Mechanics.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189G,Selected Topics in Civil Engineering: Transportation Engineering,Directed group study in Transportation Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189H,Selected Topics in Civil Engineering: Transportation Planning,Directed group study in Transportation Planning.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189I,Selected Topics in Civil Engineering: Water Resources Engineering,Directed group study in Water Resources Engineering.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 189J,Selected Topics in Civil Engineering: Water Resources Planning,Directed group study in Water Resources Planning.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 190C,Research Group Conferences in Civil & Environmental Engineering,Research group conferences.,1 unit,Consent of instructor. Upper division standing in Civil and Environmental Engineering.
ECI,Civil & Environmental Engineering (ECI),ECI 192,Internship in Engineering,Supervised work experience in civil engineering.,1-5 units,Upper division standing; approval of project prior to the period of the internship.
ECI,Civil & Environmental Engineering (ECI),ECI 193A,Civil & Environmental Engineering Senior Design,"This version has ended; see updated course, below.Course Description: Culminating design experience for civil engineering and environmental engineering majors. Student teams work closely with faculty, city officials or consulting clients to propose, implement and validate a unique solution to a real-world problem.",4 units,"ECI 140D, ECI 171, ECI 171L, ECI 132, ECI 135, ECI 161, ECI 163, ECI 141, ECI 141L"
ECI,Civil & Environmental Engineering (ECI),ECI 193B,Civil & Environmental Engineering Senior Design,"Culminating design experience for civil engineering and environmental engineering majors. Student teams work closely with faculty, city officials or consulting clients to propose, implement and validate a unique solution to a real-world problem.",4 units,ECI 193A
ECI,Civil & Environmental Engineering (ECI),ECI 198,Directed Group Study,Directed group study.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 199,Special Study for Advanced Undergraduates,Special study.,1-5 units,Consent of instructor.
ECI,Civil & Environmental Engineering (ECI),ECI 201,Introduction to Theory of Elasticity,Fundamental equations of elasticity in three dimensions; plane stress and plane strain; flexture and torsion of bars of various shapes. Introduction to variational and approximate methods.,4 units,ENG 104
ECI,Civil & Environmental Engineering (ECI),ECI 203,Inelastic Behavior of Solids,"Fundamentals of theories of plasticity, viscoelasticity and viscoplasticity for solids. Macroscopic constitutive modelling for engineering materials, e.g., metals, polymers, soils, etc., and microscopic motivation.",4 units,ECI 201
ECI,Civil & Environmental Engineering (ECI),ECI 205,Continuum Mechanics,"Tensor formulation of the field equations for continuum mechanics, including large deformation effects. Invariance and symmetry requirements. Introduction to nonlinear thermoelasticity and thermodynamics. Solution of three-dimensional problems. Selected topics.",4 units,ECI 201
ECI,Civil & Environmental Engineering (ECI),ECI 206,Fracture Mechanics,"Linear and nonlinear fracture mechanics, stress analysis, energy concepts, brittle fracture criteria, path independent integrals, Dugdale-Barenblatt model, general cohesive zone models, ductile fracture criteria, crack tip fields for stationary and propagating cracks, fatigue. Application of numerical methods for fracture mechanics.",4 units,"ECI 201, ENG 104"
ECI,Civil & Environmental Engineering (ECI),ECI 211A,Advanced Matrix Structural Analysis,"Matrix structural analysis for automated analysis of structures using computers. Application of matrix analysis techniques to complex problems in structural engineering arising from soil-structure interactions, three-dimensional effects, and nonlinear material response.",4 units,ECI 130
ECI,Civil & Environmental Engineering (ECI),ECI 211B,Nonlinear Structural Analysis,"Geometric and material nonlinear response of framed structures, and methods for computational simulation of such response. Applications of these concepts and techniques to structural design within modern performance assessment frameworks and software platforms.",4 units,ECI 211A
ECI,Civil & Environmental Engineering (ECI),ECI 212A,Finite Element Procedures in Applied Mechanics,Weighted-residual and Rayleigh-Ritz methods. Weak/variational formulation and development of discrete equations using finite element approximations. Application to one- and two-dimensional problems (heat conduction).,4 units,"MAT 128A, MAT 128B"
